subgenome,seqid,start,end,strand,gene_id,gene_name,product,attributes
sgC,NC_092316.1,15156349,15161370,-,gene-LOC113740006,LOC113740006,benzaldehyde dehydrogenase%2C mitochondrial-like,ID=gene-LOC113740006;Dbxref=GeneID:113740006;Name=LOC113740006;description=benzaldehyde dehydrogenase%2C mitochondrial-like;gbkey=Gene;gene=LOC113740006;gene_biotype=protein_coding
sgC,NC_092316.1,15168043,15178180,-,gene-LOC113738688,LOC113738688,probable cyclic nucleotide-gated ion channel 16,ID=gene-LOC113738688;Dbxref=GeneID:113738688;Name=LOC113738688;description=probable cyclic nucleotide-gated ion channel 16;gbkey=Gene;gene=LOC113738688;gene_biotype=protein_coding
sgC,NC_092316.1,15200471,15205864,-,gene-LOC113740007,LOC113740007,uncharacterized LOC113740007,ID=gene-LOC113740007;Dbxref=GeneID:113740007;Name=LOC113740007;description=uncharacterized LOC113740007;gbkey=Gene;gene=LOC113740007;gene_biotype=protein_coding
sgC,NC_092316.1,15223956,15225007,+,gene-LOC113738777,LOC113738777,uncharacterized LOC113738777,ID=gene-LOC113738777;Dbxref=GeneID:113738777;Name=LOC113738777;description=uncharacterized LOC113738777;gbkey=Gene;gene=LOC113738777;gene_biotype=lncRNA
sgC,NC_092316.1,15235464,15242614,-,gene-LOC113740270,LOC113740270,RNA-dependent RNA polymerase 2-like,ID=gene-LOC113740270;Dbxref=GeneID:113740270;Name=LOC113740270;description=RNA-dependent RNA polymerase 2-like;gbkey=Gene;gene=LOC113740270;gene_biotype=protein_coding
sgC,NC_092316.1,15386522,15388689,-,gene-LOC113738766,LOC113738766,uncharacterized LOC113738766,ID=gene-LOC113738766;Dbxref=GeneID:113738766;Name=LOC113738766;description=uncharacterized LOC113738766;gbkey=Gene;gene=LOC113738766;gene_biotype=lncRNA
sgC,NC_092316.1,15389629,15390520,-,gene-LOC113738493,LOC113738493,uncharacterized LOC113738493,ID=gene-LOC113738493;Dbxref=GeneID:113738493;Name=LOC113738493;description=uncharacterized LOC113738493;gbkey=Gene;gene=LOC113738493;gene_biotype=lncRNA
sgC,NC_092316.1,15411133,15428254,+,gene-LOC113739945,LOC113739945,2-isopropylmalate synthase A-like,ID=gene-LOC113739945;Dbxref=GeneID:113739945;Name=LOC113739945;description=2-isopropylmalate synthase A-like;gbkey=Gene;gene=LOC113739945;gene_biotype=protein_coding
sgC,NC_092316.1,15437224,15441556,-,gene-LOC140005308,LOC140005308,uncharacterized LOC140005308,ID=gene-LOC140005308;Dbxref=GeneID:140005308;Name=LOC140005308;description=uncharacterized LOC140005308;gbkey=Gene;gene=LOC140005308;gene_biotype=lncRNA
sgC,NC_092316.1,15597799,15612885,+,gene-LOC113738632,LOC113738632,alpha-N-acetylglucosaminidase,ID=gene-LOC113738632;Dbxref=GeneID:113738632;Name=LOC113738632;description=alpha-N-acetylglucosaminidase;gbkey=Gene;gene=LOC113738632;gene_biotype=protein_coding
sgC,NC_092316.1,15666152,15667161,+,gene-LOC113740455,LOC113740455,uncharacterized LOC113740455,ID=gene-LOC113740455;Dbxref=GeneID:113740455;Name=LOC113740455;description=uncharacterized LOC113740455;gbkey=Gene;gene=LOC113740455;gene_biotype=lncRNA
sgC,NC_092316.1,15677244,15678431,+,gene-LOC113739042,LOC113739042,uncharacterized LOC113739042,ID=gene-LOC113739042;Dbxref=GeneID:113739042;Name=LOC113739042;description=uncharacterized LOC113739042;gbkey=Gene;gene=LOC113739042;gene_biotype=protein_coding
sgC,NC_092316.1,15678435,15678947,+,gene-LOC113739043,LOC113739043,uncharacterized LOC113739043,ID=gene-LOC113739043;Dbxref=GeneID:113739043;Name=LOC113739043;description=uncharacterized LOC113739043;gbkey=Gene;gene=LOC113739043;gene_biotype=protein_coding
sgC,NC_092316.1,15678947,15680482,+,gene-LOC113739044,LOC113739044,uncharacterized LOC113739044,ID=gene-LOC113739044;Dbxref=GeneID:113739044;Name=LOC113739044;description=uncharacterized LOC113739044;gbkey=Gene;gene=LOC113739044;gene_biotype=protein_coding
sgC,NC_092316.1,15775271,15784473,+,gene-LOC113740166,LOC113740166,proteasome subunit alpha type-2-like,ID=gene-LOC113740166;Dbxref=GeneID:113740166;Name=LOC113740166;description=proteasome subunit alpha type-2-like;gbkey=Gene;gene=LOC113740166;gene_biotype=protein_coding
sgC,NC_092316.1,15814425,15819773,-,gene-LOC140005310,LOC140005310,uncharacterized LOC140005310,ID=gene-LOC140005310;Dbxref=GeneID:140005310;Name=LOC140005310;description=uncharacterized LOC140005310;gbkey=Gene;gene=LOC140005310;gene_biotype=lncRNA
sgC,NC_092316.1,15834224,15841817,+,gene-LOC113739949,LOC113739949,nucleobase-ascorbate transporter 6,ID=gene-LOC113739949;Dbxref=GeneID:113739949;Name=LOC113739949;description=nucleobase-ascorbate transporter 6;gbkey=Gene;gene=LOC113739949;gene_biotype=protein_coding
sgC,NC_092316.1,15860403,15861918,+,gene-LOC113738654,LOC113738654,uncharacterized LOC113738654,ID=gene-LOC113738654;Dbxref=GeneID:113738654;Name=LOC113738654;description=uncharacterized LOC113738654;gbkey=Gene;gene=LOC113738654;gene_biotype=protein_coding
sgC,NC_092316.1,15894489,15903582,-,gene-LOC113739950,LOC113739950,SUPPRESSOR OF ABI3-5,ID=gene-LOC113739950;Dbxref=GeneID:113739950;Name=LOC113739950;description=SUPPRESSOR OF ABI3-5;gbkey=Gene;gene=LOC113739950;gene_biotype=protein_coding
sgC,NC_092316.1,16128960,16129066,+,gene-LOC113740494,LOC113740494,small nucleolar RNA R71,ID=gene-LOC113740494;Dbxref=GeneID:113740494;Name=LOC113740494;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113740494;gene_biotype=snoRNA
sgC,NC_092316.1,16153254,16156300,+,gene-LOC140004932,LOC140004932,uncharacterized LOC140004932,ID=gene-LOC140004932;Dbxref=GeneID:140004932;Name=LOC140004932;description=uncharacterized LOC140004932;gbkey=Gene;gene=LOC140004932;gene_biotype=lncRNA
sgC,NC_092316.1,16167608,16171834,+,gene-LOC113738593,LOC113738593,uncharacterized LOC113738593,ID=gene-LOC113738593;Dbxref=GeneID:113738593;Name=LOC113738593;description=uncharacterized LOC113738593;gbkey=Gene;gene=LOC113738593;gene_biotype=lncRNA
sgC,NC_092316.1,16185532,16193541,+,gene-LOC113738565,LOC113738565,uncharacterized protein At5g50100%2C chloroplastic-like,ID=gene-LOC113738565;Dbxref=GeneID:113738565;Name=LOC113738565;description=uncharacterized protein At5g50100%2C chloroplastic-like;gbkey=Gene;gene=LOC113738565;gene_biotype=protein_coding
sgC,NC_092316.1,16194965,16201613,-,gene-LOC113739445,LOC113739445,calmodulin-binding protein 60 A-like,ID=gene-LOC113739445;Dbxref=GeneID:113739445;Name=LOC113739445;description=calmodulin-binding protein 60 A-like;gbkey=Gene;gene=LOC113739445;gene_biotype=protein_coding
sgC,NC_092316.1,16227335,16228312,+,gene-LOC113739056,LOC113739056,zinc finger BED domain-containing protein RICESLEEPER 1-like,ID=gene-LOC113739056;Dbxref=GeneID:113739056;Name=LOC113739056;description=zinc finger BED domain-containing protein RICESLEEPER 1-like;gbkey=Gene;gene=LOC113739056;gene_biotype=protein_coding
sgC,NC_092316.1,16264874,16268330,+,gene-LOC140005312,LOC140005312,uncharacterized LOC140005312,ID=gene-LOC140005312;Dbxref=GeneID:140005312;Name=LOC140005312;description=uncharacterized LOC140005312;gbkey=Gene;gene=LOC140005312;gene_biotype=lncRNA
sgC,NC_092316.1,16285726,16287948,+,gene-LOC113739944,LOC113739944,probable 2-oxoglutarate-dependent dioxygenase AOP1,ID=gene-LOC113739944;Dbxref=GeneID:113739944;Name=LOC113739944;description=probable 2-oxoglutarate-dependent dioxygenase AOP1;gbkey=Gene;gene=LOC113739944;gene_biotype=protein_coding
sgC,NC_092316.1,16333710,16333816,-,gene-LOC113740491,LOC113740491,small nucleolar RNA R71,ID=gene-LOC113740491;Dbxref=GeneID:113740491;Name=LOC113740491;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113740491;gene_biotype=snoRNA
sgC,NC_092316.1,16394399,16395847,+,gene-LOC113739057,LOC113739057,uncharacterized LOC113739057,ID=gene-LOC113739057;Dbxref=GeneID:113739057;Name=LOC113739057;description=uncharacterized LOC113739057;gbkey=Gene;gene=LOC113739057;gene_biotype=protein_coding
sgC,NC_092316.1,16441703,16446462,-,gene-LOC113738836,LOC113738836,calmodulin-binding protein 60 A,ID=gene-LOC113738836;Dbxref=GeneID:113738836;Name=LOC113738836;description=calmodulin-binding protein 60 A;gbkey=Gene;gene=LOC113738836;gene_biotype=protein_coding
sgC,NC_092316.1,16473221,16473327,-,gene-LOC113740499,LOC113740499,small nucleolar RNA R71,ID=gene-LOC113740499;Dbxref=GeneID:113740499;Name=LOC113740499;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113740499;gene_biotype=snoRNA
sgC,NC_092316.1,16492203,16492308,-,gene-LOC113740510,LOC113740510,small nucleolar RNA R71,ID=gene-LOC113740510;Dbxref=GeneID:113740510;Name=LOC113740510;description=small nucleolar RNA R71;gbkey=Gene;gene=LOC113740510;gene_biotype=snoRNA
sgC,NC_092316.1,16496766,16498996,+,gene-LOC113739058,LOC113739058,zinc finger BED domain-containing protein RICESLEEPER 2-like,ID=gene-LOC113739058;Dbxref=GeneID:113739058;Name=LOC113739058;description=zinc finger BED domain-containing protein RICESLEEPER 2-like;gbkey=Gene;gene=LOC113739058;gene_biotype=protein_coding
sgC,NC_092316.1,16548722,16549528,-,gene-LOC113739059,LOC113739059,uncharacterized LOC113739059,ID=gene-LOC113739059;Dbxref=GeneID:113739059;Name=LOC113739059;description=uncharacterized LOC113739059;gbkey=Gene;gene=LOC113739059;gene_biotype=protein_coding
sgC,NC_092316.1,16570806,16572116,+,gene-LOC113740236,LOC113740236,uncharacterized LOC113740236,ID=gene-LOC113740236;Dbxref=GeneID:113740236;Name=LOC113740236;description=uncharacterized LOC113740236;gbkey=Gene;gene=LOC113740236;gene_biotype=protein_coding
sgC,NC_092316.1,16572504,16577728,-,gene-LOC113740235,LOC113740235,ADP%2CATP carrier protein ER-ANT1,ID=gene-LOC113740235;Dbxref=GeneID:113740235;Name=LOC113740235;description=ADP%2CATP carrier protein ER-ANT1;gbkey=Gene;gene=LOC113740235;gene_biotype=protein_coding
sgC,NC_092316.1,16667004,16673284,-,gene-LOC113739480,LOC113739480,calmodulin-binding protein 60 G-like,ID=gene-LOC113739480;Dbxref=GeneID:113739480;Name=LOC113739480;description=calmodulin-binding protein 60 G-like;gbkey=Gene;gene=LOC113739480;gene_biotype=protein_coding
sgC,NC_092316.1,16687064,16690197,-,gene-LOC113739955,LOC113739955,calmodulin-binding protein 60 B-like,ID=gene-LOC113739955;Dbxref=GeneID:113739955;Name=LOC113739955;description=calmodulin-binding protein 60 B-like;gbkey=Gene;gene=LOC113739955;gene_biotype=protein_coding
sgC,NC_092316.1,16695954,16698574,-,gene-LOC113738793,LOC113738793,UDP-glycosyltransferase 74B1-like,ID=gene-LOC113738793;Dbxref=GeneID:113738793;Name=LOC113738793;description=UDP-glycosyltransferase 74B1-like;gbkey=Gene;gene=LOC113738793;gene_biotype=protein_coding
sgC,NC_092316.1,16703111,16704123,+,gene-LOC113739061,LOC113739061,uncharacterized LOC113739061,ID=gene-LOC113739061;Dbxref=GeneID:113739061;Name=LOC113739061;description=uncharacterized LOC113739061;gbkey=Gene;gene=LOC113739061;gene_biotype=protein_coding
sgC,NC_092316.1,16703375,16706105,+,gene-LOC113739062,LOC113739062,uncharacterized LOC113739062,ID=gene-LOC113739062;Dbxref=GeneID:113739062;Name=LOC113739062;description=uncharacterized LOC113739062;gbkey=Gene;gene=LOC113739062;gene_biotype=protein_coding
sgC,NC_092316.1,16711379,16717583,-,gene-LOC113739956,LOC113739956,calmodulin-binding protein 60 A-like,ID=gene-LOC113739956;Dbxref=GeneID:113739956;Name=LOC113739956;description=calmodulin-binding protein 60 A-like;gbkey=Gene;gene=LOC113739956;gene_biotype=protein_coding
sgC,NC_092316.1,16726004,16731144,+,gene-LOC113738446,LOC113738446,uncharacterized LOC113738446,ID=gene-LOC113738446;Dbxref=GeneID:113738446;Name=LOC113738446;description=uncharacterized LOC113738446;gbkey=Gene;gene=LOC113738446;gene_biotype=lncRNA
sgC,NC_092316.1,16760789,16767185,+,gene-LOC113739415,LOC113739415,uncharacterized LOC113739415,ID=gene-LOC113739415;Dbxref=GeneID:113739415;Name=LOC113739415;description=uncharacterized LOC113739415;gbkey=Gene;gene=LOC113739415;gene_biotype=misc_RNA
sgC,NC_092316.1,16773564,16781789,+,gene-LOC113739411,LOC113739411,uncharacterized LOC113739411,ID=gene-LOC113739411;Dbxref=GeneID:113739411;Name=LOC113739411;description=uncharacterized LOC113739411;gbkey=Gene;gene=LOC113739411;gene_biotype=protein_coding
sgC,NC_092316.1,16783333,16787121,+,gene-LOC113739474,LOC113739474,receptor kinase-like protein Xa21,ID=gene-LOC113739474;Dbxref=GeneID:113739474;Name=LOC113739474;description=receptor kinase-like protein Xa21;gbkey=Gene;gene=LOC113739474;gene_biotype=protein_coding
sgC,NC_092316.1,16788564,16789208,-,gene-LOC140004710,LOC140004710,uncharacterized LOC140004710,ID=gene-LOC140004710;Dbxref=GeneID:140004710;Name=LOC140004710;description=uncharacterized LOC140004710;gbkey=Gene;gene=LOC140004710;gene_biotype=protein_coding
sgC,NC_092316.1,16792842,16794553,+,gene-LOC140005314,LOC140005314,uncharacterized LOC140005314,ID=gene-LOC140005314;Dbxref=GeneID:140005314;Name=LOC140005314;description=uncharacterized LOC140005314;gbkey=Gene;gene=LOC140005314;gene_biotype=protein_coding
sgC,NC_092316.1,16815457,16819739,-,gene-LOC113739969,LOC113739969,uncharacterized LOC113739969,ID=gene-LOC113739969;Dbxref=GeneID:113739969;Name=LOC113739969;description=uncharacterized LOC113739969;gbkey=Gene;gene=LOC113739969;gene_biotype=protein_coding
sgC,NC_092316.1,16821057,16822900,+,gene-LOC113739970,LOC113739970,uncharacterized LOC113739970,ID=gene-LOC113739970;Dbxref=GeneID:113739970;Name=LOC113739970;description=uncharacterized LOC113739970;gbkey=Gene;gene=LOC113739970;gene_biotype=lncRNA
sgC,NC_092316.1,16821753,16821881,-,gene-LOC113740524,LOC113740524,U6atac minor spliceosomal RNA,ID=gene-LOC113740524;Dbxref=GeneID:113740524;Name=LOC113740524;description=U6atac minor spliceosomal RNA;gbkey=Gene;gene=LOC113740524;gene_biotype=snRNA
sgC,NC_092316.1,16823778,16825929,-,gene-LOC113738515,LOC113738515,uncharacterized LOC113738515,ID=gene-LOC113738515;Dbxref=GeneID:113738515;Name=LOC113738515;description=uncharacterized LOC113738515;gbkey=Gene;gene=LOC113738515;gene_biotype=protein_coding
sgC,NC_092316.1,16877124,16878997,+,gene-LOC113739373,LOC113739373,protein SWOLLEN 1-like,ID=gene-LOC113739373;Dbxref=GeneID:113739373;Name=LOC113739373;description=protein SWOLLEN 1-like;gbkey=Gene;gene=LOC113739373;gene_biotype=protein_coding
sgC,NC_092316.1,16885498,16887285,+,gene-LOC113739064,LOC113739064,uncharacterized LOC113739064,ID=gene-LOC113739064;Dbxref=GeneID:113739064;Name=LOC113739064;description=uncharacterized LOC113739064;gbkey=Gene;gene=LOC113739064;gene_biotype=protein_coding
sgC,NC_092316.1,16897689,16908355,+,gene-LOC113740011,LOC113740011,protein MOS2-like,ID=gene-LOC113740011;Dbxref=GeneID:113740011;Name=LOC113740011;description=protein MOS2-like;gbkey=Gene;gene=LOC113740011;gene_biotype=protein_coding
sgC,NC_092316.1,17087964,17089934,+,gene-LOC113739065,LOC113739065,uncharacterized LOC113739065,ID=gene-LOC113739065;Dbxref=GeneID:113739065;Name=LOC113739065;description=uncharacterized LOC113739065;gbkey=Gene;gene=LOC113739065;gene_biotype=protein_coding
sgC,NC_092316.1,17090243,17090925,+,gene-LOC113738782,LOC113738782,uncharacterized LOC113738782,ID=gene-LOC113738782;Dbxref=GeneID:113738782;Name=LOC113738782;description=uncharacterized LOC113738782;gbkey=Gene;gene=LOC113738782;gene_biotype=lncRNA
sgC,NC_092316.1,17096916,17101448,-,gene-LOC113738781,LOC113738781,G-type lectin S-receptor-like serine/threonine-protein kinase At4g03230,ID=gene-LOC113738781;Dbxref=GeneID:113738781;Name=LOC113738781;description=G-type lectin S-receptor-like serine/threonine-protein kinase At4g03230;gbkey=Gene;gene=LOC113738781;gene_biotype=protein_coding
sgC,NC_092316.1,17108838,17111762,-,gene-LOC113738773,LOC113738773,uncharacterized LOC113738773,ID=gene-LOC113738773;Dbxref=GeneID:113738773;Name=LOC113738773;description=uncharacterized LOC113738773;gbkey=Gene;gene=LOC113738773;gene_biotype=protein_coding
sgC,NC_092316.1,17122671,17129840,+,gene-LOC113739963,LOC113739963,protein MOS2,ID=gene-LOC113739963;Dbxref=GeneID:113739963;Name=LOC113739963;description=protein MOS2;gbkey=Gene;gene=LOC113739963;gene_biotype=protein_coding
sgC,NC_092316.1,17136617,17144906,-,gene-LOC113740218,LOC113740218,alpha-mannosidase I MNS5,ID=gene-LOC113740218;Dbxref=GeneID:113740218;Name=LOC113740218;description=alpha-mannosidase I MNS5;gbkey=Gene;gene=LOC113740218;gene_biotype=protein_coding
sgC,NC_092316.1,17166461,17167958,+,gene-LOC113739066,LOC113739066,peroxidase 41-like,ID=gene-LOC113739066;Dbxref=GeneID:113739066;Name=LOC113739066;description=peroxidase 41-like;gbkey=Gene;gene=LOC113739066;gene_biotype=protein_coding
sgC,NC_092316.1,17170109,17177270,-,gene-LOC113740075,LOC113740075,putative DNA glycosylase At3g47830,ID=gene-LOC113740075;Dbxref=GeneID:113740075;Name=LOC113740075;description=putative DNA glycosylase At3g47830;gbkey=Gene;gene=LOC113740075;gene_biotype=protein_coding
sgC,NC_092316.1,17336413,17341270,+,gene-LOC113738387,LOC113738387,uncharacterized LOC113738387,ID=gene-LOC113738387;Dbxref=GeneID:113738387;Name=LOC113738387;description=uncharacterized LOC113738387;gbkey=Gene;gene=LOC113738387;gene_biotype=protein_coding
sgC,NC_092316.1,17343463,17345390,-,gene-LOC113738386,LOC113738386,protein JINGUBANG-like,ID=gene-LOC113738386;Dbxref=GeneID:113738386;Name=LOC113738386;description=protein JINGUBANG-like;gbkey=Gene;gene=LOC113738386;gene_biotype=protein_coding
sgC,NC_092316.1,17352825,17367366,-,gene-LOC113739986,LOC113739986,pyridoxine/pyridoxamine 5'-phosphate oxidase 1%2C chloroplastic,ID=gene-LOC113739986;Dbxref=GeneID:113739986;Name=LOC113739986;description=pyridoxine/pyridoxamine 5'-phosphate oxidase 1%2C chloroplastic;gbkey=Gene;gene=LOC113739986;gene_biotype=protein_coding
sgC,NC_092316.1,17375722,17376594,+,gene-LOC113739072,LOC113739072,uncharacterized LOC113739072,ID=gene-LOC113739072;Dbxref=GeneID:113739072;Name=LOC113739072;description=uncharacterized LOC113739072;gbkey=Gene;gene=LOC113739072;gene_biotype=protein_coding
sgC,NC_092316.1,17586993,17588049,+,gene-LOC113739074,LOC113739074,uncharacterized LOC113739074,ID=gene-LOC113739074;Dbxref=GeneID:113739074;Name=LOC113739074;description=uncharacterized LOC113739074;gbkey=Gene;gene=LOC113739074;gene_biotype=protein_coding
sgC,NC_092316.1,17606659,17610104,-,gene-LOC113738507,LOC113738507,large ribosomal subunit protein uL18c-like,ID=gene-LOC113738507;Dbxref=GeneID:113738507;Name=LOC113738507;description=large ribosomal subunit protein uL18c-like;gbkey=Gene;gene=LOC113738507;gene_biotype=protein_coding
sgC,NC_092316.1,17866644,17878216,-,gene-LOC113739971,LOC113739971,uncharacterized LOC113739971,ID=gene-LOC113739971;Dbxref=GeneID:113739971;Name=LOC113739971;description=uncharacterized LOC113739971;gbkey=Gene;gene=LOC113739971;gene_biotype=protein_coding
sgC,NC_092316.1,17878261,17882719,-,gene-LOC140005316,LOC140005316,uncharacterized LOC140005316,ID=gene-LOC140005316;Dbxref=GeneID:140005316;Name=LOC140005316;description=uncharacterized LOC140005316;gbkey=Gene;gene=LOC140005316;gene_biotype=lncRNA
sgC,NC_092316.1,17884603,17887610,+,gene-LOC140004936,LOC140004936,uncharacterized LOC140004936,ID=gene-LOC140004936;Dbxref=GeneID:140004936;Name=LOC140004936;description=uncharacterized LOC140004936;gbkey=Gene;gene=LOC140004936;gene_biotype=lncRNA
sgC,NC_092316.1,18425590,18435146,-,gene-LOC113740457,LOC113740457,alpha-galactosidase,ID=gene-LOC113740457;Dbxref=GeneID:113740457;Name=LOC113740457;description=alpha-galactosidase;gbkey=Gene;gene=LOC113740457;gene_biotype=protein_coding;gene_synonym=Melibiase
sgC,NC_092316.1,18441664,18443256,-,gene-LOC140004937,LOC140004937,uncharacterized LOC140004937,ID=gene-LOC140004937;Dbxref=GeneID:140004937;Name=LOC140004937;description=uncharacterized LOC140004937;gbkey=Gene;gene=LOC140004937;gene_biotype=lncRNA
sgC,NC_092316.1,18468409,18469375,+,gene-LOC140004938,LOC140004938,uncharacterized LOC140004938,ID=gene-LOC140004938;Dbxref=GeneID:140004938;Name=LOC140004938;description=uncharacterized LOC140004938;gbkey=Gene;gene=LOC140004938;gene_biotype=lncRNA
sgC,NC_092316.1,18471076,18473829,+,gene-LOC140004939,LOC140004939,uncharacterized LOC140004939,ID=gene-LOC140004939;Dbxref=GeneID:140004939;Name=LOC140004939;description=uncharacterized LOC140004939;gbkey=Gene;gene=LOC140004939;gene_biotype=lncRNA
sgC,NC_092316.1,18564714,18565157,-,gene-LOC140004715,LOC140004715,uncharacterized LOC140004715,ID=gene-LOC140004715;Dbxref=GeneID:140004715;Name=LOC140004715;description=uncharacterized LOC140004715;gbkey=Gene;gene=LOC140004715;gene_biotype=protein_coding
sgC,NC_092316.1,18588514,18589452,+,gene-LOC140004716,LOC140004716,uncharacterized LOC140004716,ID=gene-LOC140004716;Dbxref=GeneID:140004716;Name=LOC140004716;description=uncharacterized LOC140004716;gbkey=Gene;gene=LOC140004716;gene_biotype=protein_coding
sgC,NC_092316.1,18590898,18592404,-,gene-LOC140004718,LOC140004718,uncharacterized LOC140004718,ID=gene-LOC140004718;Dbxref=GeneID:140004718;Name=LOC140004718;description=uncharacterized LOC140004718;gbkey=Gene;gene=LOC140004718;gene_biotype=protein_coding
sgC,NC_092316.1,18593550,18595419,-,gene-LOC113739092,LOC113739092,uncharacterized LOC113739092,ID=gene-LOC113739092;Dbxref=GeneID:113739092;Name=LOC113739092;description=uncharacterized LOC113739092;gbkey=Gene;gene=LOC113739092;gene_biotype=protein_coding
sgC,NC_092316.1,18875662,18887220,+,gene-LOC113740446,LOC113740446,uncharacterized LOC113740446,ID=gene-LOC113740446;Dbxref=GeneID:113740446;Name=LOC113740446;description=uncharacterized LOC113740446;gbkey=Gene;gene=LOC113740446;gene_biotype=protein_coding
sgC,NC_092316.1,19132751,19133389,+,gene-LOC113739081,LOC113739081,uncharacterized LOC113739081,ID=gene-LOC113739081;Dbxref=GeneID:113739081;Name=LOC113739081;description=uncharacterized LOC113739081;gbkey=Gene;gene=LOC113739081;gene_biotype=protein_coding
sgC,NC_092316.1,19166609,19168393,-,gene-LOC140004721,LOC140004721,uncharacterized LOC140004721,ID=gene-LOC140004721;Dbxref=GeneID:140004721;Name=LOC140004721;description=uncharacterized LOC140004721;gbkey=Gene;gene=LOC140004721;gene_biotype=protein_coding
sgC,NC_092316.1,19210870,19212440,-,gene-LOC113739514,LOC113739514,probable aquaporin TIP3-2,ID=gene-LOC113739514;Dbxref=GeneID:113739514;Name=LOC113739514;description=probable aquaporin TIP3-2;gbkey=Gene;gene=LOC113739514;gene_biotype=protein_coding
sgC,NC_092316.1,19244637,19247067,-,gene-LOC113739083,LOC113739083,probable leucine-rich repeat receptor-like protein kinase At1g68400,ID=gene-LOC113739083;Dbxref=GeneID:113739083;Name=LOC113739083;description=probable leucine-rich repeat receptor-like protein kinase At1g68400;gbkey=Gene;gene=LOC113739083;gene_biotype=protein_coding
sgC,NC_092316.1,19311673,19319026,-,gene-LOC113740035,LOC113740035,uncharacterized LOC113740035,ID=gene-LOC113740035;Dbxref=GeneID:113740035;Name=LOC113740035;description=uncharacterized LOC113740035;gbkey=Gene;gene=LOC113740035;gene_biotype=protein_coding
sgC,NC_092316.1,19410931,19411524,-,gene-LOC140004722,LOC140004722,uncharacterized LOC140004722,ID=gene-LOC140004722;Dbxref=GeneID:140004722;Name=LOC140004722;description=uncharacterized LOC140004722;gbkey=Gene;gene=LOC140004722;gene_biotype=protein_coding
sgC,NC_092316.1,19415258,19416993,-,gene-LOC113738397,LOC113738397,GDSL esterase/lipase At5g22810-like,ID=gene-LOC113738397;Dbxref=GeneID:113738397;Name=LOC113738397;description=GDSL esterase/lipase At5g22810-like;gbkey=Gene;gene=LOC113738397;gene_biotype=protein_coding
sgC,NC_092316.1,20041948,20044588,-,gene-LOC140004724,LOC140004724,uncharacterized LOC140004724,ID=gene-LOC140004724;Dbxref=GeneID:140004724;Name=LOC140004724;description=uncharacterized LOC140004724;gbkey=Gene;gene=LOC140004724;gene_biotype=protein_coding
sgC,NC_092316.1,20417205,20420649,+,gene-LOC140005325,LOC140005325,uncharacterized LOC140005325,ID=gene-LOC140005325;Dbxref=GeneID:140005325;Name=LOC140005325;description=uncharacterized LOC140005325;gbkey=Gene;gene=LOC140005325;gene_biotype=lncRNA
sgC,NC_092316.1,20423642,20431015,-,gene-LOC113740321,LOC113740321,COBRA-like protein 2,ID=gene-LOC113740321;Dbxref=GeneID:113740321;Name=LOC113740321;description=COBRA-like protein 2;gbkey=Gene;gene=LOC113740321;gene_biotype=protein_coding
sgC,NC_092316.1,20423955,20426268,+,gene-LOC113740320,LOC113740320,COBRA-like protein 4,ID=gene-LOC113740320;Dbxref=GeneID:113740320;Name=LOC113740320;description=COBRA-like protein 4;gbkey=Gene;gene=LOC113740320;gene_biotype=protein_coding
sgC,NC_092316.1,20427628,20428540,+,gene-LOC113740322,LOC113740322,uncharacterized LOC113740322,ID=gene-LOC113740322;Dbxref=GeneID:113740322;Name=LOC113740322;description=uncharacterized LOC113740322;gbkey=Gene;gene=LOC113740322;gene_biotype=lncRNA
sgC,NC_092316.1,20479294,20481000,-,gene-LOC113739033,LOC113739033,uncharacterized LOC113739033,ID=gene-LOC113739033;Dbxref=GeneID:113739033;Name=LOC113739033;description=uncharacterized LOC113739033;gbkey=Gene;gene=LOC113739033;gene_biotype=protein_coding
sgC,NC_092316.1,20486394,20487182,-,gene-LOC140004725,LOC140004725,uncharacterized LOC140004725,ID=gene-LOC140004725;Dbxref=GeneID:140004725;Name=LOC140004725;description=uncharacterized LOC140004725;gbkey=Gene;gene=LOC140004725;gene_biotype=protein_coding
sgC,NC_092316.1,20690383,20692443,-,gene-LOC113739929,LOC113739929,small ribosomal subunit protein mL104 (rPPR9),ID=gene-LOC113739929;Dbxref=GeneID:113739929;Name=LOC113739929;description=small ribosomal subunit protein mL104 (rPPR9);gbkey=Gene;gene=LOC113739929;gene_biotype=protein_coding
sgC,NC_092316.1,20692483,20697814,+,gene-LOC113739930,LOC113739930,psbP-like protein 1%2C chloroplastic,ID=gene-LOC113739930;Dbxref=GeneID:113739930;Name=LOC113739930;description=psbP-like protein 1%2C chloroplastic;gbkey=Gene;gene=LOC113739930;gene_biotype=protein_coding
sgC,NC_092316.1,20704686,20707467,-,gene-LOC113739401,LOC113739401,cytochrome P450 78A5,ID=gene-LOC113739401;Dbxref=GeneID:113739401;Name=LOC113739401;description=cytochrome P450 78A5;gbkey=Gene;gene=LOC113739401;gene_biotype=protein_coding
